id,release_id,information_system,information_institution,information_storage_vendor,information_filesystem_type,information_client_nodes,information_client_total_procs,io500_score,io500_bw,io500_md,io500_tot_iops,information_data,information_10_node_challenge,information_list_name,information_identifier,information_submitter,information_submission_date,information_embargo_end_date,information_storage_install_date,information_storage_refresh_date,information_filesystem_name,information_filesystem_version,information_client_procs_per_node,information_client_operating_system,information_client_operating_system_version,information_client_kernel_version,information_md_nodes,information_md_storage_devices,information_md_storage_type,information_md_volatile_memory_capacity,information_md_storage_interface,information_md_network,information_md_software_version,information_md_operating_system_version,information_ds_nodes,information_ds_storage_devices,information_ds_storage_type,information_ds_volatile_memory_capacity,information_ds_storage_interface,information_ds_network,information_ds_software_version,information_ds_operating_system_version,information_note,information_best,ior_easy_write,ior_easy_read,ior_hard_write,ior_hard_read,mdtest_easy_write,mdtest_easy_stat,mdtest_easy_delete,mdtest_hard_write,mdtest_hard_read,mdtest_hard_stat,mdtest_hard_delete,find_easy,find_hard,marker_score,marker_md,storage_data,status,include_in_io500,valid_from,valid_to
66,ISC20,AI400X,DDN,DDN,Lustre,10,160,69.920000,21.010000,232.700000,175.830000,zip,,isc20,2020-07-13,"Shuichi Ihara",7/13/20,,2020-06-30,2020-06-30,Exascaler,2.13.53,16,CentOS,8.1,4.18.0-147.8.1.el8_1.x86_64,0,0,0,0,0,0,0,0,2,10,NVMe,3.84TB,NVMe,IB-EDR,2.13.53,CentOS7.7,,,37.56000,45.95,2.77,40.81,157.22,453.51,135.09,90.47,169.00,446.75,76.94,1698,,,,-,VALID,1,7/13/20,
67,ISC20,EXA5-GCP-PD-SSD,"Google Cloud","Google Cloud",Lustre,200,1600,67.780000,26.930000,170.610000,155.310000,zip,,sc19,2019-11-48,"Dean Hildebrand",11/4/19,,2019-11-06,,,"EXA5 - Lustre 2.12.3",8,"CentOS 7.7",,,5,1,"Persistent Disk SSD",240GB,,,"EXA5 - Lustre 2.12.3","CentOS 7.7",100,1,"Persistent Disk SSD",240GB,,,"EXA5 - Lustre 2.12.3","CentOS 7.7",,,77.43000,102.16,4.24,15.67,143.67,593.05,100.45,118.72,113.16,183.34,46.94,725,,,,-,VALID,1,11/4/19,
68,ISC20,Officinalis,,"Red Hat, Intel, QCT",CephFS,8,256,66.880000,28.580000,156.480000,149.560000,zip,,isc20,2020-07-6,"Red Hat",7/13/20,,2019-09-01,,,"Master (02fc51de)",32,CentOS,"CentOS Linux release 8.0.1905 (Core)",4.18.0-147.6.el8.x86_64,8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",,,57.47000,70.80,11.61,14.13,174.64,719.13,131.73,10.40,132.62,417.70,28.70,1314,,,,-,VALID,1,7/13/20,
69,ISC20,bracewell,CSIRO,Dell/ThinkParQ,beegfs,10,160,66.800000,33.770000,132.150000,141.250000,zip,,sc19,2019-11-3,"CSIRO IM&T",11/8/19,,2018-10-02,2019-09-04,scratch2,7.1.3,16,SLES,"SLES 12 SP4",4.12,2,24,NVMe,384GB,NVMe,"IB EDR",7.1.3,"SLES 12 SP4",9,24,NVMe,192GB,NVMe,"IB EDR",7.1.3,"SLES 12 SP4",,,111.55000,92.99,2.11,59.47,152.16,921.71,230.53,11.03,38.05,130.82,18.78,2790,,,,-,VALID,,11/8/19,
70,ISC20,"SpectrumScale on Oracle Cloud","Oracle Cloud Infrastructure","Oracle Cloud Infrastructure","Spectrum Scale",48,768,66.690000,31.780000,139.960000,143.830000,zip,,isc20,2020-07-60,"PINKESH VALDRIA",7/13/20,,2020-06-07,2020-06-07,OCI-SpectrumScale,5.0.5.0,16,CentOS,7.8,3.10.0-1127.10.1.el7.x86_64,40,10,NVMe,"768 GB",iSCSI,Ethernet,5.0.5.0,CentOS78,40,10,NVMe,"768 GB",iSCSI,Ethernet,5.0.5.0,CentOS78,,,90.98000,82.86,4.00,33.84,990.88,791.68,403.88,18.47,28.25,49.58,9.83,1827,,,,-,VALID,1,7/13/20,
72,ISC20,"Polytechnic RSC Tornado",SPbPU,"RSC Group",Lustre,59,944,64.290000,21.560000,191.730000,155.880000,zip,,isc20,2020-07-17,p.lavrenko@rsc-tech.ru,7/13/20,,,,"RSC Storage on demand Polytechnic",2.13.0,16,CentOS,7.7.1908,3.10.0-1062.1.1.el7.x86_64,4,2,NVMe,187GB,"NVMe over Fabric",IB,2.13.0,7.7.1908,55,109,NVMe,187GB,"NVMe over Fabric",IB,2.13.0,7.7.1908,,,124.80000,194.97,2.98,2.98,188.81,735.71,134.52,88.86,304.47,380.50,64.77,147,,,,-,VALID,1,7/13/20,
73,ISC20,"Polytechnic RSC Tornado",SPbPU,"RSC Group",Lustre,59,944,64.110000,21.000000,195.660000,156.630000,zip,,isc20,2020-07-55,p.lavrenko@rsc-tech.ru,7/13/20,,,,"RSC Storage on demand Polytechnic",2.13.0,16,CentOS,7.7.1908,3.10.0-1062.1.1.el7.x86_64,4,2,NVMe,187GB,"NVMe over Fabric",IB,2.13.0,7.7.1908,55,109,NVMe,187GB,"NVMe over Fabric",IB,2.13.0,7.7.1908,,,126.11000,197.18,2.81,2.79,173.96,774.97,131.04,87.97,295.10,390.28,79.21,152,,,,-,VALID,1,7/13/20,
74,ISC20,iFLYTEK,iFLYTEK,Yanrong,YRCloudFile,10,200,63.980000,11.410000,358.870000,191.480000,zip,,sc19,2019-11-33,Yanrong,11/5/19,,09/2019,10/2019,YRCloudFile,6.0,20,CentOS,7.4,4.12.14,20,1,NVMe,128GB,NVMe,"IB EDR",,7.4,10,2,NVMe,128GB,NVMe,"IB EDR",,7.4,,,25.72000,9.58,4.48,15.33,195.20,943.16,163.99,157.20,236.34,889.57,217.29,1269,,,,-,VALID,,11/5/19,
75,ISC20,AI400,DDN,DDN,Lustre,10,240,63.880000,19.650000,207.630000,159.380000,zip,,sc19,2019-11-7,"Shuichi Ihara",11/10/19,,,,AI400,2.12.58,24,CentOS,8.0,4.18.0-80.el8.x86_64,2,0,SSD,64GB,NVMe,Infiniband,2.12.58,CentOS7.6,2,12,SSD,64GB,NVMe,Infiniband,2.12.58,CentOS7.6,,,28.62000,41.72,2.96,42.19,152.84,451.97,132.76,79.65,172.59,449.93,75.15,810,,,,-,VALID,1,11/10/19,
76,ISC20,AI400X,DDN,DDN,Lustre,10,160,63.830000,17.790000,229.010000,164.590000,zip,,isc20,2020-07-51,"Shuichi Ihara",7/13/20,,2020-06-30,2020-06-30,Exascaler,2.13.53,16,CentOS,8.1,4.18.0-147.8.1.el8_1.x86_64,0,0,0,0,0,0,0,0,2,10,NVMe,3.84TB,NVMe,IB-EDR,2.13.53,CentOS7.7,,,36.72000,45.50,2.57,23.34,150.40,451.93,140.70,87.25,155.17,457.30,73.09,1748,,,,-,VALID,1,7/13/20,
78,ISC20,"Data Accelerator","University of Cambridge","Dell EMC",Lustre,10,320,60.250000,21.730000,167.090000,142.590000,zip,,sc19,2019-11-6,"University of Cambridge",11/10/19,,2018-05-01,,/dac,"2.13 (tip of master branch as of running)",32,CentOS,7.7,3.10.0-957.10.1.el7.x86_64,24,1,NVMe,192GiB,NVMe,"OPA (2x OPA HFIs per server)","2.13 (tip of master branch as of running)","CentoS 7.7",24,288,NVMe,192GiB,NVMe,"OPA (2x OPA HFIs per server)","2.13 (tip of master branch as of running)","CentoS 7.7",,,142.40000,106.33,3.18,4.62,435.70,1184.27,129.62,29.81,59.01,65.40,10.74,7349,,,,-,VALID,1,11/10/19,
80,ISC20,Officinalis,,"Red Hat, Intel, QCT",CephFS,8,256,59.420000,28.440000,124.130000,127.940000,zip,,isc20,2020-07-16,"Red Hat",7/13/20,,2019-09-01,,,"Master (02fc51de)",32,CentOS,"CentOS Linux release 8.0.1905 (Core)",4.18.0-147.6.el8.x86_64,8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",,,57.87000,70.89,11.32,14.08,108.68,501.63,116.08,9.87,139.25,127.89,36.33,1395,,,,-,VALID,1,7/13/20,
82,ISC20,EC2-10xi3en.metal,"Red Hat","Red Hat",CephFS,10,320,57.170000,26.290000,124.300000,124.750000,zip,,isc20,2020-07-41,"Red Hat",7/13/20,,2020-07-05,,,"Master (e9cc7d86)",32,Fedora,31,5.7.6-201.fc32.x86_64,10,8,NVMe,768GB,NVMe,100GbE,,"Fedora 31",10,8,NVMe,768GB,,,,"Fedora 31",,,36.26000,75.62,9.14,19.08,191.98,903.11,123.45,17.19,87.51,97.40,18.81,966,,,,-,VALID,1,7/13/20,
83,ISC20,Officinalis,,"Red Hat, Intel, QCT",CephFS,8,256,56.280000,27.670000,114.500000,120.130000,zip,,isc20,2020-07-54,"Red Hat",7/13/20,,2019-09-01,,,"Master (02fc51de)",32,CentOS,"CentOS Linux release 8.0.1905 (Core)",4.18.0-147.6.el8.x86_64,8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",,,58.45000,68.43,10.76,13.61,187.38,726.51,136.79,16.95,76.12,77.55,23.62,672,,,,-,VALID,1,7/13/20,
84,ISC20,EC2-10xi3en.metal,"Red Hat","Red Hat",CephFS,10,320,55.130000,25.670000,118.420000,119.820000,zip,,isc20,2020-07-73,"Red Hat",7/13/20,,2020-07-05,,,"Master (e9cc7d86)",32,Fedora,31,5.7.6-201.fc32.x86_64,10,8,NVMe,768GB,NVMe,100GbE,,"Fedora 31",10,8,NVMe,768GB,,,,"Fedora 31",,,30.76000,55.01,11.91,21.55,189.58,917.71,121.26,20.63,68.94,119.17,11.52,939,,,,-,VALID,1,7/13/20,
85,ISC20,Officinalis,,"Red Hat, Intel, QCT",CephFS,8,256,53.440000,28.100000,101.630000,111.530000,zip,,isc20,2020-07-46,"Red Hat",7/13/20,,2019-09-01,,,"Master (02fc51de)",32,CentOS,"CentOS Linux release 8.0.1905 (Core)",4.18.0-147.6.el8.x86_64,8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",,,60.40000,68.22,11.06,13.68,157.85,665.21,117.31,18.13,69.56,66.61,15.29,719,,,,-,VALID,1,7/13/20,
86,ISC20,EXA5-GCP-PD-STD,"Google Cloud","Google Cloud",Lustre,200,1600,52.960000,17.310000,162.060000,129.520000,zip,,sc19,2019-11-45,"Dean Hildebrand",11/6/19,,2019-11-06,,,"EXA5 - Lustre 2.12.3",8,"CentOS 7.7",,,5,1,"Persistent Disk SSD",240GB,,,"EXA5 - Lustre 2.12.3","CentOS 7.7",100,1,"Persistent Disk Standard",60GB,,,"EXA5 - Lustre 2.12.3","CentOS 7.7",,,38.68000,82.50,8.47,3.32,167.63,583.86,91.02,105.95,77.63,197.42,51.28,641,,,,-,VALID,1,11/6/19,
87,ISC20,Tianhe-2E,"National Supercomputing Center in Changsha","National University of Defense Technology",Lustre,10,160,52.580000,35.060000,78.860000,101.390000,zip,,sc19,2019-11-21,"Ruibo Wang",11/12/19,,2019-08-01,2019-08-01,Tianhe-FS,2.12.2,16,"Kylin Linux",4,3.10.0,40,1,SSD,1.6TB,NVMe,OPA,2.12.2,4,52,572,SSD,17.6TB,NVMe,OPA,2.12.2,4,,,185.44000,107.45,6.62,11.46,108.73,49.66,212.80,20.30,22.14,49.67,25.29,2305,,,,-,VALID,1,11/12/19,
88,ISC20,Tianhe-2E,"National Supercomputing Center in Changsha","National University of Defense Technology",Lustre,10,160,50.080000,32.710000,76.670000,97.220000,zip,,sc19,2019-11-11,"Ruibo Wang",11/11/19,,2019-08-01,2019-08-01,Tianhe-FS,2.12.2,16,"Kylin Linux",4,3.10.0,40,1,SSD,1.6TB,NVMe,OPA,2.12.2,4,52,572,SSD,17.6TB,NVMe,OPA,2.12.2,4,,,172.24000,96.01,5.21,13.27,117.84,49.65,180.85,20.08,21.89,49.42,25.42,2043,,,,-,VALID,1,11/11/19,
89,ISC20,weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,18,1368,48.750000,26.220000,90.620000,100.970000,zip,,sc19,2019-11-30,"Janelia Scientific Computing Systems",11/9/19,,2/2019,,wekafs,3.5.2,76,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,80,NVMe-SSD,96GB,NVMe,Ethernet,3.5.2,,,,28.56000,32.55,12.93,39.35,34.44,3067.65,34.05,10.78,195.56,77.34,10.12,767,,,,-,VALID,1,11/9/19,
446,ISC20,Weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,18,1368,48.750000,26.220000,90.620000,100.970000,zip,,-,2019-11-30,"Janelia Scientific Computing Systems",11/9/19,,2/2019,,wekafs,3.5.2,76,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,80,NVMe-SSD,96GB,NVMe,Ethernet,3.5.2,,,,28.56000,32.55,12.93,39.35,34.44,3067.65,34.05,10.78,195.56,77.34,10.12,,,-,-,-,VALID,1,11/9/19,
90,ISC20,"Oracle Cloud Infrastructure with Block Volume Service running Spectrum Scale ","Oracle Cloud Infrastructure","Oracle Cloud Infrastructure Block Volumes Service","Spectrum Scale",30,480,47.550000,20.380000,110.930000,106.230000,zip,,sc19,2019-11-42,"Pinkesh Valdria",10/3/19,,,,"Spectrum Scale",5.0.3.2,16,"CentOS Linux","CentOS Linux release 7.6.1810 (Core)  ",3.10.0-957.27.2.el7.x86_64,22,11,"NVMe SSD","768 GB"," iSCSI  (network attached)","25Gbps Ethernet","IBM Spectrum Scale 5.0.3.2","CentOS Linux release 7.6.1810 (Core) with Kernel (3.10.0-957.27.2.el7.x86_64)",22,11,"NVMe SSD","768 GB"," iSCSI  (network attached)","25Gbps Ethernet","IBM Spectrum Scale 5.0.3.2","CentOS Linux release 7.6.1810 (Core) with Kernel (3.10.0-957.27.2.el7.x86_64)",,,36.38000,53.59,3.61,24.55,430.84,604.52,341.63,17.93,31.54,30.86,8.72,1692,,,,-,VALID,1,10/3/19,
94,ISC20,"Aspire 1","National Supercomputing Centre, Singapore",DDN,IME,10,160,43.040000,101.750000,18.210000,54.420000,zip,,sc19,2019-11-27,,10/10/19,,,,,,16,CentOS,6.10,,,,,,,,,,,,,,,,,,,,95.80000,107.80,100.03,103.75,61.59,21.73,13.46,20.14,6.29,10.76,91.62,5,,,,-,VALID,,10/10/19,
98,ISC20,Penguin-ASG-NVBeeOne,"Penguin Computing Benchmarking and Innovation Lab","Penguin Computing/Excelero",BeeGFS,10,320,39.650000,17.710000,88.760000,87.370000,zip,,sc19,2019-11-18,"Kevin Tubbs",11/12/19,2019-11-11,2019-08-12,2019-08-12,BeeGFS-NVMesh,7.1.3,32,RHEL,7.6,3.10.0-957.27.2.el7.x86_64,8,4,NVMe,,EDR,EDR,7.1.3,"RHEL 7.6",8,72,NVMe,,NVMe,EDR,7.1.3,"RHEL 7.6",,,30.96000,57.52,1.76,31.46,156.84,1681.39,120.22,7.85,25.48,107.33,7.33,772,,,,-,VALID,1,11/12/19,
101,ISC20,HAL,CNES,DDN,"Spectrum Scale",96,96,37.160000,9.710000,142.200000,97.900000,zip,,sc19,2019-11-5,"Florent  Ventimiglia & Guillaume Eynard-Bontemps",11/8/19,,2017-01-01,2019-09-24,/work,4.2.3-18,1,CentOS,7.6.1810,3.10.0-957.12.2.el7.x86_64,2,12,NVMe,192GB,NVMe,"IB EDR",4.2.3-18,7.6.1810,4,300,SSD,192GB,SAS,"IB EDR",4.2.3-18,7.6.1810,,,62.64000,72.33,0.09,20.86,144.07,277.73,111.90,18.27,108.14,234.03,28.98,2786,,,,-,VALID,1,11/8/19,
102,ISC20,weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,10,1440,36.550000,18.580000,71.900000,77.140000,zip,,sc19,2019-11-26,"Janelia Scientific Computing Systems",11/8/19,,2/2019,,wekafs,3.5.2,144,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,80,NVMe-SSD,96GB,NVMe,Ethernet,3.5.2,,,,27.19000,16.00,12.06,22.73,34.64,2295.84,33.41,9.71,111.38,43.15,8.88,648,,,,-,VALID,1,11/8/19,
447,ISC20,Weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,10,1440,36.550000,18.580000,71.900000,77.140000,zip,,-,2019-11-26,"Janelia Scientific Computing Systems",11/8/19,,2/2019,,wekafs,3.5.2,144,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,80,NVMe-SSD,96GB,NVMe,Ethernet,3.5.2,,,,27.19000,16.00,12.06,22.73,34.64,2295.84,33.41,9.71,111.38,43.15,8.88,,,-,-,-,VALID,1,11/8/19,
105,ISC20,HAL,CNES,DDN,"Spectrum Scale",96,96,34.760000,8.510000,141.990000,93.600000,zip,,sc19,2019-11-44,"Florent Ventimiglia & Guillaume Eynard-Bontemps",11/12/19,,2017-01-01,2019-09-24,work,4.2.3-18,1,CentOS,7.6.1810,3.10.0-957.12.2.el7.x86_64,2,8,NVMe,128GB,Infiniband,IB-EDR,4.2.3-18,7.6.1810,8,300,SSD-HDD,128,Infiniband,Infiniband,4.2.3-18,7.6.1810,,,63.01000,71.72,0.05,22.31,127.33,275.04,110.60,19.05,110.56,232.81,29.34,2965,,,,-,VALID,1,11/12/19,
106,ISC20,GELous,"Genomics England",WekaIO,,10,1400,34.380000,15.170000,77.890000,76.060000,zip,,sc19,2019-11-16,"Qaiser Shah",6/24/19,,04/19,,Matrix,3.4.0,140,,,,0,,,,,,,,24,10,SSD,,NVMe,Ethernet,,,,,10.04000,30.98,9.49,17.96,27.43,3380.21,28.87,4.54,1097.68,205.91,4.32,114,,,,-,VALID,,6/24/19,
108,ISC20,"BeeGFS on Oracle Cloud","Oracle Cloud Infrastructure","Oracle Cloud Infrastructure",BeeGFS,10,160,32.790000,14.020000,76.670000,73.310000,zip,,isc20,2020-07-7,"PINKESH VALDRIA",7/13/20,,2020-06-15,2020-06-15,10-nodes-HPC-Cluster,7.1.5,16,"Oracle Linux UEK",7.7,4.14.35-1902.6.6.el7uek.x86_64,10,1,NVMe,"384 GB",NVMe,Ethernet,7.1.5,OracleLinuxUEK77,10,10,NVMe,"384 GB",NVMe,Ethernet,7.1.5,OracleLinuxUEK77,,,26.06000,27.22,3.00,18.18,163.20,720.73,327.70,3.02,17.66,61.23,9.61,987,,,,-,VALID,1,7/13/20,
111,ISC20,sharedscratch,"Janelia Research Campus, Howard Hughes Medical Institute",WekaIO,"Parallel Filesystem",10,600,31.390000,12.340000,79.830000,72.170000,zip,,isc20,2020-07-24,"Janelia Scientific Computing Systems",7/13/20,,2/2019,,wekafs,3.7.0,60,Scientific-Linux,7.7,3.10.0-1062.9.1.el7.x86_64,,,,,,,,,20,4,NVMe-SSD,192GB,Ethernet,Ethernet,,,,,11.71000,22.59,9.00,9.74,33.73,1088.99,32.47,14.51,91.44,147.39,17.36,408,,,,-,VALID,1,7/13/20,
112,ISC20,sharedscratch,"Janelia Research Campus, Howard Hughes Medical Institute",WekaIO,"Parallel Filesystem",10,600,30.830000,13.350000,71.220000,68.660000,zip,,isc20,2020-07-32,"Janelia Scientific Computing Systems",7/13/20,,2/2019,,wekafs,3.7.0,60,Scientific-Linux,7.7,3.10.0-1062.9.1.el7.x86_64,,,,,,,,,20,4,NVMe-SSD,192GB,Ethernet,Ethernet,,,,,15.66000,22.37,9.45,9.59,29.36,1073.90,29.22,10.95,95.81,143.15,17.79,269,,,,-,VALID,1,7/13/20,
114,ISC20,"BeeGFS on Oracle Cloud","Oracle Cloud Infrastructure","Oracle Cloud Infrastructure",BeeGFS,10,160,27.560000,10.380000,73.200000,64.290000,zip,,isc20,2020-07-47,"PINKESH VALDRIA",7/13/20,,2020-06-15,2020-06-15,10-nodes-HPC-Cluster,7.1.5,16,"Oracle Linux UEK",7.7,4.14.35-1902.6.6.el7uek.x86_64,10,1,NVMe,"384 GB",NVMe,Ethernet,7.1.5,OracleLinuxUEK77,10,10,NVMe,"384 GB",NVMe,Ethernet,7.1.5,OracleLinuxUEK77,,,25.94000,29.07,1.55,9.95,175.09,685.32,188.63,3.02,19.88,64.08,8.31,1139,,,,-,VALID,1,7/13/20,
115,ISC20,"Officinalis (1 Client)",,"Red Hat, Intel, QCT",CephFS,1,112,27.430000,8.810000,85.480000,67.490000,zip,,isc20,2020-07-38,"Red Hat",7/13/20,,2019-09-01,,,"Master (02fc51de)",112,CentOS,"CentOS Linux release 8.0.1905 (Core)",4.18.0-147.6.el8.x86_64,8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",,,10.25000,10.23,7.63,7.51,123.68,359.29,100.24,16.19,92.43,101.85,16.42,256,,,,-,VALID,1,7/13/20,
118,ISC20,Weka,"Janelia Research Campus, HHMI",Weka.io,,10,480,25.860000,7.750000,86.290000,65.090000,zip,,sc19,2019-11-39,"Scientific Computing Systems",7/17/19,,3/7/2019,,,3.3.3,48,"Scientific Linux",7.6,3.10.0-957.5.1.el7.x86_64,,,,,,,,,20,80,"NVMe SSD",,NVMe,100GbE,,7.6,,,12.14000,11.89,3.83,6.52,37.32,798.52,39.44,3.69,208.37,856.36,3.73,1068,,,,-,VALID,,7/17/19,
119,ISC20,Weka,"Janelia Research Campus, HHMI",Weka.io,,10,480,25.460000,7.650000,84.690000,64.010000,zip,,sc19,2019-11-23,"Scientific Computing Systems",7/17/19,,3/7/2019,,,3.3.3,48,"Scientific Linux",7.6,3.10.0-957.5.1.el7.x86_64,,,,,,,,,20,80,"NVMe SSD",,NVMe,100GbE,,7.6,,,11.91000,12.00,3.67,6.53,40.18,819.01,39.44,3.96,204.53,771.57,3.72,879,,,,-,VALID,,7/17/19,
120,ISC20,weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,10,400,24.700000,16.320000,37.370000,47.760000,zip,,sc19,2019-11-25,"Janelia Scientific Computing Systems",11/4/19,,2/2019,,wekafs,3.4.6,40,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,4,NVMe-SSD,96GB,NVMe,Ethernet,3.4.6,,,,21.65000,17.85,7.28,25.19,22.12,1594.65,21.55,3.89,28.65,11.68,3.63,1059,,,,-,VALID,1,11/4/19,
448,ISC20,Weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,10,400,24.700000,16.320000,37.370000,47.760000,zip,,-,2019-11-25,"Janelia Scientific Computing Systems",11/4/19,,2/2019,,wekafs,3.4.6,40,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,4,NVMe-SSD,96GB,NVMe,Ethernet,3.4.6,,,,21.65000,17.85,7.28,25.19,22.12,1594.65,21.55,3.89,28.65,11.68,3.63,,,-,-,-,VALID,1,11/4/19,
122,ISC20,sharedscratch,"Janelia Research Campus, Howard Hughes Medical Institute",WekaIO,"Parallel Filesystem",10,600,24.190000,11.850000,49.390000,51.690000,zip,,isc20,2020-07-59,"Janelia Scientific Computing Systems",7/13/20,,2/2019,,wekafs,3.7.0,60,Scientific-Linux,7.7,3.10.0-1062.9.1.el7.x86_64,,,,,,,,,20,4,NVMe-SSD,192GB,Ethernet,Ethernet,,,,,14.21000,15.66,9.12,9.71,37.49,201.86,33.22,14.29,38.34,60.21,14.79,289,,,,-,VALID,1,7/13/20,
124,ISC20,"Palmetto Burstbuffer","Clemson University",AdvancedHPC,BeeGFS,10,120,21.550000,12.970000,35.800000,42.990000,zip,,sc19,2019-11-34,"Clemson University ACI",11/1/19,,2019-05-01,,burstbuffer,7.1.3,12,"Oracle Linux",7.6,4.1.12-103.9.4.el7uek.x86_64,4,2,NVMe,512GB,NVMe,EDR,7.1.3,7.7,4,24,NVMe,512GB,NVMe,EDR,7.1.3,7.7,,,20.87000,29.59,3.51,13.06,34.39,190.59,48.81,3.91,15.52,55.58,2.61,957,,,,-,VALID,1,11/1/19,
125,ISC20,sharedscratch,"Janelia Research Campus, Howard Hughes Medical Institute",WekaIO,"Parallel Filesystem",10,600,21.320000,11.270000,40.320000,44.410000,zip,,isc20,2020-07-65,"Janelia Scientific Computing Systems",7/13/20,,2/2019,,wekafs,3.7.0,60,Scientific-Linux,7.7,3.10.0-1062.9.1.el7.x86_64,,,,,,,,,20,4,NVMe-SSD,192GB,Ethernet,Ethernet,,,,,14.28000,12.96,9.22,9.47,35.53,126.33,29.59,12.84,29.96,39.70,13.69,252,,,,-,VALID,1,7/13/20,
126,ISC20,"Officinalis (1 Client)",,"Red Hat, Intel, QCT",CephFS,1,112,21.240000,7.870000,57.320000,49.810000,zip,,isc20,2020-07-70,"Red Hat",7/13/20,,2019-09-01,,,"Master (02fc51de)",112,CentOS,"CentOS Linux release 8.0.1905 (Core)",4.18.0-147.6.el8.x86_64,8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",8,8,NVMe,384GB,NVMe,4x25GbE,,"CentOS Linux release 8.0.1905 (Core)",,,10.21000,9.70,5.48,7.05,110.70,165.35,61.98,16.86,43.05,53.90,9.86,266,,,,-,VALID,1,7/13/20,
129,ISC20,Cedar,"Simon Fraser University",Dell/Seagate,Lustre,288,288,18.720000,7.660000,45.750000,42.480000,zip,,isc20,2020-07-28,"Simon Fraser University",7/13/20,,2017-06-01,,project,2.12.4,1,CentOS,7.7,3.10.0-1062.12.1.el7.x86_64,2,1,SSD,128GB,SAS,Omni-Path,2.12.4,"CentOS 7.7",12,48,NL-SAS7.2K,128GB,SAS,Omni-Path,2.12.4,"CentOS 7.7",,,31.82000,40.18,0.51,5.25,13.80,90.03,31.76,14.39,30.37,43.65,29.41,867,,,,-,VALID,1,7/13/20,
131,ISC20,Sherlock/Fir,Stanford,"Dell, QCT, HGST",Lustre,10,240,18.250000,5.230000,63.740000,46.640000,zip,,sc19,2019-11-28,"Stanford Research Computing Center",11/8/19,,2019-02-05,2019-10-16,Fir,2.12.3,24,CentOS,7.6,3.10.0-957.27.2.el7.x86_64,4,1,SSD,18TB,SAS,IB-HDR,2.12.3,7.6,16,96,NLSAS,0,SAS,IB-HDR,2.12.3,7.6,,,25.01000,23.23,0.56,2.29,84.52,354.37,52.55,20.93,40.98,34.23,12.39,475,,,,-,VALID,,11/8/19,
132,ISC20,Weka,"Janelia Research Campus, HHMI",Weka.io,,10,480,18.070000,7.750000,42.120000,40.360000,zip,,sc19,2019-11-47,"Scientific Computing Systems",7/17/19,,3/7/2019,,,3.3.3,48,"Scientific Linux",7.6,3.10.0-957.5.1.el7.x86_64,,,,,,,,,20,80,"NVMe SSD",,NVMe,100GbE,,7.6,,,11.84000,11.87,3.98,6.47,38.86,761.30,38.88,3.92,32.92,25.68,3.68,707,,,,-,VALID,,7/17/19,
136,ISC20,HammerHead,SUSE,SUSE/Ampere/Arm,CephFS,10,220,15.610000,7.340000,33.220000,33.820000,zip,,isc20,2020-07-2,"Darren Soothill",7/13/20,,2020-07-11,2020-07-11,"SUSE Enterprise Storage - CephFS",6,22,SUSE,"SLES 15 SP 1",4.12.14-197.37-default,12,4,NVMe,128G,Ethernet,Ethernet,6,"SLES 15 SP 1",10,"4 per node",NVMe,128G,Ethernet,Ethernet,6,"SLES 15 SP 1",,,12.66000,7.42,2.53,12.20,21.39,93.87,18.17,8.84,28.06,103.75,5.63,280,,,,-,VALID,,7/13/20,
